bio01,bio02,bio03,bio04,bio05,bio06,bio07,bio08,bio09,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,clim_air_temp_max,clim_air_temp_mean,clim_air_temp_min,clim_annual_rainfall,clim_drought_index,clim_evap_p,clim_evap_r,clim_R_factor,clim_rain_frl,clim_rain_her,clim_rain_som,clim_rain_win,clim_soil_moisture,clim_soil_temperature,clim_veg_begin,clim_veg_end,clim_water_balance,DBG_buek250_mg,DBG_FK10dm1000_250,DBG_FOBIP3dm1000_250,DBG_FSMCu3dm1000_250,DBG_gmk1000_250,DBG_GWS1000_250,DBG_humus1000_ob,DBG_ka1000_250,DBG_LD1000_250,DBG_lkwe1000_250,DBG_NFKWe1000_250,DBG_OAAcker1000_250,DBG_pegwasser1000_250_v10,DBG_pegwind1000_250_v10,DBG_PhysGru1000_250,DBG_sqr1000_250_v10,DBG_swr1000_250,DBG_thlf1000_lea,DBG_we1000_250,DBG_WVPFL1000_250,DEM,DEM_aspect,DEM_CaAre,DEM_CaSlo,DEM_ConvergenceIndex,DEM_CONVEXITY,DEM_DEMSTDDEV,DEM_DEVMEAN,DEM_DiffuseInsolation,DEM_DirectInsolation,DEM_DownslopeDistanceGradient,DEM_Flowaccu,DEM_FlowDir,DEM_FlowPathLength,DEM_FlowWidth,DEM_GCURV,DEM_LSFactor,DEM_MCA,DEM_MidSlope,DEM_MRVBF,DEM_NegOpen,DEM_NormHight,DEM_pl_curv,DEM_PosOpen,DEM_pr_curv,DEM_slope,DEM_SlopeLength,DEM_Slophight,DEM_Standhight,DEM_Sur_area,DEM_Tcurv,DEM_TRI,DEM_Valleydepth,DEM_WindEffect,dis_1,dis_2,dis_3,dis_4,dis_5,dis_6,dis_7,dis_8,dis_9,ISRIC_SoilBD,ISRIC_SoilClay,ISRIC_SoilpH,ISRIC_SoilSand,ISRIC_SoilSOC,ISRIC_SoilTexture,ISRIC_SoilUSDA,ISRIC_SoilWater,L8_AFVI,L8_ARVI,L8_B10,L8_B11,L8_B2,L8_B3,L8_B4,L8_B5,L8_B6,L8_B7,L8_CAR,L8_CLG,L8_CSI,L8_EVI,L8_FE2,L8_FE3,L8_FEO,L8_FES,L8_GARV,L8_GVMI,L8_NDVI,L8_SBL,L8_SCI,L8_SLAI,L8_SR,Land_CORINE,Land_Forest,MODIS_AFVI,MODIS_ARVI,MODIS_BRI,MODIS_CLG,MODIS_CSI,MODIS_EVI,MODIS_FE2,MODIS_FE3,MODIS_FEO,MODIS_FES,MODIS_GARV,MODIS_GVMI,MODIS_NDVI,MODIS_SBL,MODIS_SCI,MODIS_SLAI,MODIS_SR,MODIS_sur_refl_b01,MODIS_sur_refl_b02,MODIS_sur_refl_b03,MODIS_sur_refl_b04,MODIS_sur_refl_b05,MODIS_sur_refl_b06,MODIS_sur_refl_b07,S2_AFVI,S2_ARVI,S2_B11,S2_B12,S2_B2,S2_B3,S2_B4,S2_B5,S2_B6,S2_B7,S2_B8,S2_B8A,S2_BRI,S2_CLG,S2_CSI,S2_EVI,S2_FE2,S2_FE3,S2_FEO,S2_FES,S2_GARV,S2_GVMI,S2_NDVI,S2_SBL,S2_SCI,S2_SLAI,S2_SR,coarse,clay,silt,sand,pH_in_H2O,pH_in_CaCl,OC,CaCO3,N,P,K,CEC,GPS_LAT,GPS_LONG
91,87,33,6560,234,-29,263,173,17,173,5,704,86,44,22,235,138,235,148,137.5361481,97.27019501,50.27019501,836.6749878,3.894621134,523.6635132,387.9632874,100.3087921,194.6092072,206.9860229,221.9367828,215.6311035,86.19728851,112.0846176,84.48473358,309,305.3207092,332.0049438,297.1400146,1,5,3301.006592,6,5,0,1.911499977,3.633125067,117.4100037,59.75030518,17.15865898,0.999999762,20,59.15878677,391.5796204,1.470000029,8,595.003479,356,-0.449052542,1.84E-07,1.378127456,5.958310604,38.5437088,1.43925786,0.243508771,0.621056318,0,1.570667028,8.92E-07,8,0.00061184,0.000339108,-761391.6875,0.399255395,2.42E-07,0.431666195,0,0.007994328,0.715833127,-344222976,0.449095756,-344222976,528848.9375,0.000266013,9.686559677,193.6572723,0.000381123,1.43792E+12,0.966445804,3.845309258,1.077878952,596956.75,527241.5,457229.4375,242609.4063,168762.8438,199181.4219,306714.75,468186.6563,170149.0625,133.8122406,21.59381866,66.85650635,22.39173508,3.28149271,7.998428345,18.33564377,26.71489143,3403.466064,0.251067847,2957.999268,2938.999023,778.9923096,1264.944336,1570.957764,3403.844238,3134.94458,2353.947266,1.006464839,1.690904379,0.337013721,0.255449474,1.496761322,1.241918445,0.921001196,0.750873625,0.459568918,0.182353795,0.368434072,-3085.902344,-0.063880414,0.776482463,2.166731834,12,0,4834.008789,0.040675633,3360.582764,0.413534403,-0.009065833,0.12028078,1.641569853,0.964928567,0.879910529,0.68782413,1.089198232,0.245938778,0.188611656,-3085.902344,-0.063880414,0.776482463,1.464910984,3300.115967,4834.375977,3360.5,3420.0625,4253.818359,2925.878906,1841.592651,0.0345909,0.360579491,0.227379963,0.119297132,0.115391567,0.115137354,0.125289842,0.153599948,0.263416916,0.306773752,0.290058047,0.340500891,0.118700422,1.957345009,0.041126046,0.131130576,1.269325733,1.088177204,0.667780817,0.524659812,0.915853083,0.519497752,0.462033749,0.039805263,-0.19919835,1.392146468,2.717705488,16,21,71,8,7.36,6.81,15,1,1.7,70.5,311.3,14.8,49.23051,9.65688
79,85,31,6589,225,-43,268,162,6,162,-7,924,114,52,29,332,162,332,172,126.9766235,84.50013733,36.97661972,849.3026123,3.728545189,500.1864929,411.1008301,120.3534393,204.1921387,185.7740021,315.875946,144.0539398,93.90791321,106.0382538,90.04173279,309,322.5293579,339,297.3952942,1,5,2017.408569,6,7,0,1.612499595,4.757782459,127.3103104,65.87134552,27.12391663,1,20,65.30786133,362.2313232,1.464015365,9.000013351,668.4749756,617,-0.598460078,1.93E-07,1.391686559,8.209544182,43.1192627,1.638759255,0.260125875,0.590525925,0,1.570688605,3.85E-07,2,0.000763286,0.000328276,1195032,0.427156299,2.09E-07,0.242572427,0,0.004036833,0.621286213,0,0.392179877,0,463831.1875,0.000314661,2.755685329,301.8566284,0.000269495,1.76073E+12,1.112497807,1.679766893,1.076863289,722979.3125,643111.8125,562689.4375,243058.9375,51304.54688,130364.3906,399975.5313,589275.1875,295197.3438,129.3204651,16.95430756,59.15271378,40.60255814,6.755075455,7,220.9560394,27.89065361,3160.71875,0.405215204,2960.999268,2938.999268,604.0421753,996.9763184,1053.164063,3161.04248,2291.929443,1733.145874,1.007485509,2.170629501,0.271011442,0.370476842,1.494931698,1.056358099,0.72505492,0.756195128,0.656265199,0.29176271,0.50018394,-4060.420898,-0.068412669,0.758050144,3.001471996,12,0,4957.977539,-0.018849485,3766.742432,0.303026795,0.002799978,0.085886069,1.573918343,0.987535119,0.871935844,0.643735528,0.964253008,0.280992985,0.137735486,-4060.420898,-0.068412669,0.758050144,1.319473863,3757.818115,4958.342773,3736.833252,3805.25,4323.356934,2783.098389,1711.441162,-0.031402498,0.29891026,0.216895312,0.148807734,0.118805639,0.117839858,0.123715393,0.149370477,0.237254813,0.275222212,0.265769929,0.295179605,0.120147839,1.504921675,0.020244652,0.107697114,1.456633806,1.049860358,0.734790981,0.686080933,0.946120501,0.401377589,0.409325004,-0.001737326,-0.15287663,1.083135962,2.385957003,9,18,58,25,6.28,5.48,10.2,1,1.1,40.4,307.3,9.2,48.0972,9.66428
83,85,31,6631,228,-40,268,166,9,166,-4,941,116,53,29,340,163,340,174,129.8847961,87.99221802,40.93506241,885.8717651,3.749166489,509.7512817,417.269928,134.8448029,213.0193329,194.1948547,334.7207947,144.6377106,93.66113281,109.0852585,87.16162872,310,367.1726074,334.3461609,313.8444824,0.023781123,5,116,6,8,0,1.344987035,5.473342896,136.9105835,108.2175369,9.523161888,0.996207058,20,70.09934235,388.9104919,0.75,11.42848587,787.5154419,555,0.738821089,1.86E-07,1.554203868,6.436601639,39.20155334,1.461186171,0.132531822,0.56208545,0,1.570747852,6.52E-07,4,0.000569886,0.00033009,110931.2344,0.42546615,1.95E-07,0.302374303,0,0.031708866,0.348812848,4130675968,0.38926366,-4130675968,499561.4688,0.000186541,2.287877083,57.20626831,0.000426108,8.57133E+11,1.144795179,4.271162033,0.928278148,734994.125,654343.3125,573161.9375,246460.3906,42720.65625,128449.9766,409799.5,600932.1875,307158.25,132.868576,20.69583702,63.52404785,39.67251205,5.618861198,7,18.15528297,27.83453369,4120.082031,0.73587817,2935.002686,2915.000488,315.0219727,659.9793091,501.9787903,4120.333984,2102.025635,1026.966675,1.006861806,5.243125916,0.228833109,0.679365158,1.563998938,0.760597765,0.510159016,0.488560498,0.897482395,0.600970328,0.782801867,-3790.105957,-0.063525081,0.76537782,8.208183289,18,0,4899.600586,-0.004365542,3681.646973,0.310017228,-0.008469526,0.094113752,1.600596428,0.96804601,0.880538642,0.644591391,1.112701893,0.275851846,0.150114924,-3790.105957,-0.063525081,0.76537782,1.353259325,3620.864258,4899.968262,3682.722168,3740.384521,4314.611328,2781.161377,1710.837158,0.153547049,0.688978195,0.214128882,0.097143903,0.09540993,0.093254745,0.060518119,0.113473088,0.30011338,0.372059792,0.360420018,0.409920931,0.084581211,3.395711422,-0.223768666,0.224672601,1.7779212,0.648954868,0.522366285,0.453670263,1.247657776,0.626373887,0.742716432,0.264677465,-0.313744277,2.599997997,6.773523808,12,28,32,40,6.87,6.41,45,0,4.4,26.6,63.5,29.1,47.98907,9.66522
83,63,28,5896,204,-19,223,94,33,158,9,854,92,48,21,256,153,234,203,121.0159302,90.44869232,54,868.6533203,3.758723497,478.8800354,363.7649841,107.4870529,155.2073669,239.8391113,251.543869,225.5167542,88.81163788,102.0216599,91.18190002,308.0159607,303.2396545,271,269.0004578,0.349289745,4.999997139,1012,6,8.528615952,0,1.592730522,8.980356216,114.5619354,49.34996033,8.920361519,2.176763058,20,65.45960236,404.3480225,1.529387236,7.650738716,611.1288452,36,0.138043299,1.08E-07,1.196197271,2.521167994,36.67127991,0.466987789,0.048087325,0.723536909,0.002686635,1.570766211,3.89E-06,64,0.00018075,0.000319162,-435321.0625,0.300078601,1.79E-07,0.692440629,0,0.319741756,0.846220315,1376891904,0.48092553,-1376891904,207431.6094,9.47E-05,6.498465538,-2.195200205,0.000190561,3.14317E+11,0.390453607,1.180935979,0.920990109,11294.92773,260733.8281,363069.3125,699347.3125,762397.5,759390.875,459977.5938,208286.75,429313.4063,122.9241257,12.91472435,62.20292282,57.17710114,5.246767521,9,329.9544678,27.02913475,2462.499512,0.541145086,2911.499512,2899.5,369.5627441,603.5831299,584.5350342,2462.801758,1616.834106,1010.196594,1.00413847,3.080302715,0.225314736,0.485756218,1.442768574,0.968441665,0.656501949,0.624799132,0.79271698,0.418265402,0.616363347,-3893.505371,-0.057962459,0.732291281,4.213266373,12,40.3521347,4639.22998,-0.025218584,3639.931396,0.261326909,-0.017827114,0.082295708,1.633810878,0.966591537,0.890426219,0.672989666,1.310191512,0.250594765,0.132291809,-3893.505371,-0.057962459,0.732291281,1.304922342,3555.460693,4639.600098,3684.528809,3678.348633,4131.22168,2780.269531,1710.217041,-0.151627973,0.226675749,0.16872175,0.111608453,0.114200719,0.098546252,0.098190255,0.102260277,0.162802696,0.187547892,0.181753859,0.202815786,0.103914216,1.058077097,-0.075382032,0.072733775,1.553920269,0.996387541,0.831896544,0.661494136,1.362806082,0.394101709,0.347586125,-0.032840833,-0.091764711,0.966716111,2.065538883,9,12,30,58,6.46,6.21,21.1,3,1.9,58.2,141.5,10.8,54.58733,9.58251
80,79,32,6142,212,-31,243,157,36,157,0,798,86,52,16,244,162,244,189,119.7656631,84.11263275,40.93504715,969.8022461,4.99275732,470.1294861,353.5783691,86.14888763,205.3246613,242.1161041,260.2030334,267.1002502,88.23587036,99.52590179,92.53960419,307.1493225,435.3907776,445,426.8676147,1.854090929,4.927045345,3274.29126,5.999999523,7,2.87E-06,1.804544806,6.188958645,212.685791,5.480109215,100.9021912,0.389367253,18.86920547,57.14103699,451.5901184,1.343214393,12.56529617,703.6629028,380,-0.66038686,2.37E-07,1.570679307,8.165083885,63.08807373,4.284491062,0.256719381,0.564842284,0.000197702,1.570731997,1.61E-07,16,0.003261959,0.000332514,43537148,0.467874676,2.37E-07,0.973072469,0,0.00583001,0.986536264,0,0.879802048,-2753783808,697291.1875,0.000330704,168.2329254,352.1825256,0.000538989,4.88497E+14,2.611267567,2.295959711,1.317224026,342982.125,319633.4688,299909.3438,394842.25,421012.25,425878.9063,238296.4375,238916.7813,91364.26563,104.4402313,18.91863632,53.79829025,33.67794037,9.838891029,7,205.7710571,30.52838707,2326.18335,0.755199552,2932.497314,2920.998535,219.9918976,365.4875183,259.4786682,2326.462891,1367.884155,625.4425049,1.003936648,5.365368843,0.08235494,0.70062232,1.6773839,0.709952176,0.587967336,0.457233518,0.960522294,0.576248586,0.79931587,-4250.334961,-0.036425687,0.694422066,8.965911865,24.4962635,81.96512604,4574.77002,-0.052704029,3722.105225,0.221899271,-0.009034094,0.066996656,1.654516816,0.982103825,0.929709017,0.684401751,1.175561309,0.222281039,0.108799972,-4250.334961,-0.036425687,0.694422066,1.244165063,3677.285645,4575.150391,3744.333252,3744.294189,4253.558594,2911.142822,1776.852905,-0.017025605,0.620402098,0.129496202,0.057296094,0.085400283,0.071898185,0.045599017,0.075902715,0.17289947,0.217896119,0.211797684,0.243097737,0.069622375,2.381138802,-0.30382809,0.146021113,1.812440157,0.634216547,0.532691896,0.442453861,1.605811,0.63226825,0.684104383,0.133660093,-0.304893672,2.362578154,5.331205845,53,12,41,47,6.4,6.02,53.5,22,3.2,43.8,105.3,10.9,51.51403,9.61106
82,80,32,6195,216,-30,246,160,38,160,1,771,84,50,17,238,155,238,180,125.3161392,89.18270874,45.14266968,864.9689941,4.179909229,487.4661865,357.2003174,83.86795044,188.5615082,214.6200256,239.9555054,226.5227203,86.06114197,103.288475,89.33813477,308.1109314,283.0908203,485.9720459,114.6220016,0,4,3306.725098,6,7,0,1.590000033,9.781389236,74.09870148,4.094568729,94.05078888,0.203244701,4.5,57.92647171,426.8009949,2.109999895,4.5,568.2619019,315,-0.876097798,3.01E-07,1.56530726,3.523414135,39.68364716,1.363086581,0.072937213,0.568645895,0,1.570715427,4.15E-06,2,0.001566685,0.000337667,981573.375,0.50443536,3.01E-07,0.289901674,0,0.007501682,0.355049163,550756800,0.517005563,-826135168,414863.2188,0.000328608,13.84596062,-22.12419701,0.000301304,1.8746E+11,0.955307961,25.1513443,1.026652455,352961.5313,326612.1875,303701.125,386892.5938,411062.1563,416350.5938,236179.0938,246973.375,82007.09375,98.62744904,13.22690392,46.31144714,38.26716232,11.96592331,7.016061306,215.2458649,32.4184494,1728.692261,0.773248613,2937.5,2927.499512,135.996582,253.4991913,176.4967957,1728.923462,788.0023804,338.0080261,1.003416061,5.820232868,0.129603431,0.720880032,1.631784201,0.696242034,0.455776334,0.428942889,0.946566999,0.672936976,0.814742386,-4783.97168,-0.02931851,0.664981723,9.795778275,23.7901516,85.80081177,4515.1875,-0.090648726,3917.487549,0.145578504,-0.007778835,0.046377853,1.662974119,0.983020306,0.943033159,0.684706748,1.236828566,0.215294749,0.076368608,-4783.97168,-0.02931851,0.664981723,1.165365934,3874.80957,4515.571289,3935.565186,3941.739014,4258.333496,2915.709717,1776.699951,-0.034378543,0.552620947,0.076752335,0.034300845,0.083198719,0.062800892,0.041999429,0.062798813,0.129401609,0.164429396,0.161202952,0.182699651,0.064884335,1.909188747,-0.329072654,0.109622449,1.683024168,0.668771207,0.420101166,0.446902961,2.047003031,0.677740276,0.626171768,0.081901021,-0.408350378,2.394482136,4.350050926,8,17,56,27,3.94,3.15,80,1,3.5,0,49.3,10.1,51.42417,9.61182
76,83,32,6311,213,-41,254,155,3,155,-6,759.99823,85,47,17,234.9990997,150,234.9990997,168.9990997,122.9673996,85.84873962,41.89753342,772.4136353,3.698151112,477.6824341,353.4970398,77.72148895,173.0013123,188.5027466,217.8475342,194.1092834,87.49806213,101.1951675,92.49224854,307.0017395,252.3881073,410,121.1878586,0,4.082380772,3290.830566,6,7,0,1.590004206,9.708709717,77.71353912,25.5288887,75.31929779,1.967975974,4.705952168,44.79420853,371.0257263,2.103523254,4.623754501,510.4215088,417,-0.888352096,1.45E-06,1.570541501,-1.87489903,37.77267456,3.617125273,-0.065317266,0.562402785,0,1.570717096,1.01E-06,4,0.005676442,0.000354921,-10883867,0.899791956,1.45E-06,0.176299155,0,0.005446056,0.411850423,953232896,0.632681787,953232896,1352288.625,0.001621835,18.79947281,51.62678146,0.000971677,4.14033E+13,2.297764778,26.84688759,1.025584221,414937,373035.2188,333049.9688,339953.1875,349320.0625,357728.8438,232360.4688,299600.0938,33407.70703,100.1067276,15.56364822,48.70772171,43.90122604,7.506975174,7.02067852,244.8522339,31.30085564,3062.675049,0.803995311,2910.500244,2898.500244,214.4916534,377.9877625,264.4933777,3062.92041,1508.454956,619.4832764,1.004140019,7.103226662,0.104390994,0.756596506,1.631353498,0.699740589,0.4924891,0.410674036,0.963434815,0.663544118,0.841021657,-4558.366211,-0.028783303,0.687485337,11.58032894,23.99863243,90.01161957,4573.43457,-0.072655596,3830.325195,0.199061036,-0.008596731,0.056083847,1.625127316,0.997529685,0.944043994,0.659557045,1.190356374,0.232558087,0.091747351,-4558.366211,-0.028783303,0.687485337,1.20203042,3805.076904,4573.818359,3871.06665,3814.5,4317.885742,2847.891846,1773.294067,0.067091092,0.696716785,0.138099223,0.059594221,0.083300017,0.070398547,0.042998489,0.078447759,0.199111611,0.260165691,0.258927912,0.300070852,0.067684852,3.262457848,-0.31909743,0.183195576,1.835833549,0.610786617,0.460222065,0.431531906,1.425636172,0.668125808,0.74933058,0.19687447,-0.369654715,2.924875021,6.978637218,8,9,32,59,4.46,3.97,26.2,0,1.2,0,33.9,5.9,50.86685,9.61649
83,85,33,6337,218,-38,256,161,8,161,-2,659,77,40,19,208,125,208,139,132.8260651,89.86859894,40.78987503,667.7698975,3.03309989,506.2981873,360.1708374,65.55258942,149.3159485,163.6985626,192.7190704,162.8918304,83.99822235,107.7749557,87.12979126,308,120.0204315,87,218.3503723,0.151054934,5,3211,6,5,0,1.595636964,8.166478157,122.5570755,13.50064468,16.21935844,1.84890902,8.963336945,52.80662155,250.9738617,1.778083444,6.452870846,518.56604,288,0.899501145,3.96E-07,1.431925774,-10.08294106,36.50026703,0.82196492,-0.262818784,0.638515055,0,1.570750237,2.34E-06,64,0.002269627,0.000330004,-2502676,0.480060875,4.62E-07,0.894267142,0,0.338790655,0.052866414,1032668992,0.385049552,-1721115008,270457.7188,0.000323357,0.824525595,-181.0121765,0.000190561,1.56963E+12,0.635047376,14.77187157,0.871382654,450930.375,401921.8438,353974.3125,315087.375,313512.2813,324265.9063,237660.375,331653.375,37246.21875,130.3869781,23.15115356,66.19380951,24.78253937,4.083620548,7.721205711,238.3130493,30.77229691,3542.542236,0.669591427,2951.997559,2927.997803,414.9778748,688.5142212,562.0709229,3542.832275,2193.546143,1127.564087,1.008196592,4.145619392,0.150548309,0.609213471,1.543226004,0.816353381,0.61915046,0.514037073,0.901984096,0.517147958,0.726146519,-4143.152344,-0.054298952,0.726224959,6.303176403,12,0,4826.075195,-0.031203173,3741.676514,0.288263202,-0.000518965,0.078938201,1.605085492,0.997559607,0.896995127,0.671842217,1.007213354,0.247948006,0.127176777,-4143.152344,-0.054298952,0.726224959,1.291414738,3737.333252,4826.447266,3741.214355,3746.476074,4329.299805,2908.606445,1808.30957,0.079583645,0.635773182,0.201419666,0.093196504,0.094103903,0.086007014,0.062986322,0.107881449,0.256546617,0.311757207,0.308700234,0.35309726,0.08209756,3.105447292,-0.19808732,0.192859024,1.629427195,0.732339382,0.570436776,0.462698132,1.263738751,0.600219786,0.697242022,0.201930091,-0.273531049,2.260794401,5.605935574,13,30,65,6,7.54,7.07,37.2,24,3.4,26.4,107.8,31.8,50.54321,9.61911
87,86,32,6512,230,-33,263,169,15,169,2,714,93,40,29,255,125,255,132,141.3398895,97.51625061,52.33982468,900.3775635,3.668728113,532.2197876,402.1050415,110.1121445,218.6520386,206.0169983,288.8214417,188.0508118,87.77297211,113.6874619,83.66070557,309.1664124,313.9935303,531,303.4182129,1.951287389,5,3269.611328,6,7,0,1.623417497,4.514670849,73.30361938,83.71473694,12.09219074,0.785815418,5.976119518,50.48600769,422.68573,1.900032759,5.374736309,635.9223633,394,0.992069423,1.48E-07,1.490671039,1.440286517,44.90261841,1.036143541,0.082148485,0.598542154,0,1.570707679,1.31E-07,1,0.000455594,0.000333677,14695868,0.385648847,1.56E-07,0.973963857,0,0.006121401,0.986981928,-826135168,0.511508048,550756800,399002.6875,0.000187073,37.62012863,382.5675049,0.000301304,3.43295E+13,0.822834551,0.49620077,1.294674993,658934.3125,584521.875,509048.9063,236508.8594,109196.5547,155041.375,348725.0313,526938,231801.8438,132.9584503,26.6501255,64.65717316,30.56342316,4.580865383,6.506425858,152.067215,29.80289841,3184.391846,0.597890735,2974.999756,2958.003418,397.9965515,703.0345459,641.0826416,3184.722412,2382.800293,1318.151489,1.005745888,3.529965878,0.233943745,0.538413823,1.510534763,0.911879301,0.748197198,0.553194284,0.821573436,0.414535522,0.664863884,-2804.959961,-0.043620281,0.788697839,4.967725277,12.15130901,0,4642.047852,0.052526839,3167.887207,0.43721962,-0.010536875,0.127315536,1.640443921,0.960662425,0.916405857,0.654181242,1.098187804,0.25040099,0.198740885,-2804.959961,-0.043620281,0.788697839,1.496071458,3103.076904,4642.424805,3169.166748,3230.142822,4254.345215,2783.112793,1614.307739,0.019064546,0.57363236,0.227083057,0.119394638,0.095404878,0.093103521,0.071609788,0.114619009,0.247290522,0.296226054,0.293688893,0.330839664,0.087365746,2.55346036,-0.142473072,0.17250903,1.661034465,0.769141555,0.686384022,0.525775194,1.22244525,0.511096954,0.64413023,0.158976167,-0.185969502,1.732104659,4.620034218,34,55,41,4,6.39,6.09,54.2,4,5.2,10.7,205.1,41.1,48.67276,9.63355
70,84,32,6394,212,-47,259,151,-1,151,-12,916,112,54,26,320,171,320,180,116.2293167,76.4334259,34.21216965,963.6603394,4.815960884,471.2953186,394.6634827,100.4705429,229.7744598,217.2116089,305.963501,212.9109802,95.6587677,97.11456299,97.79108429,307,489.9421997,228,230.7076721,1,5,3299.465576,6,5.306508064,0,1.980249405,3.311295748,59.98163986,130.0811768,18.56417847,1.950826883,7.727480888,50.9982338,472.9418335,2.31394124,7.283141613,609.269043,771,0.367319375,2.86E-07,1.490048766,-9.090326309,43.89241791,1.095872283,-0.138471499,0.582024634,0,1.570744395,4.76E-07,8,0.000960794,0.000334725,1628672.25,0.482770264,3.50E-07,0.55256182,0,0.003197336,0.77628088,-344222976,0.639513671,-344222976,459169.4375,0.000379716,7.506560326,552.5479736,0.000381123,5.90656E+11,0.78871417,2.163341761,1.208591819,688928.625,612184.1875,534375.25,238365.4844,81307.38281,139592.7344,371677.1563,555862.875,261571.7969,120.7438126,27.48118401,61.97052002,24.67084503,8.468249321,5.414764881,246.4170227,36.8307991,3444.643066,0.643861055,2963.999268,2945,394.9784241,706.008667,598.0509644,3444.947998,2289.125488,1224.131958,1.006451368,3.879469872,0.204498008,0.583228707,1.535857081,0.847087264,0.66448766,0.534759641,0.861949801,0.475648046,0.70415473,-4917.771484,-0.072524257,0.737506092,5.760291576,16.99128914,0,5283.998047,-0.053190209,4255.053711,0.241015315,-0.000621267,0.066729493,1.553188205,0.998307586,0.864759684,0.637741268,1.010353088,0.289086491,0.10838443,-4917.771484,-0.072524257,0.737506092,1.24311924,4250.888672,5284.361328,4256.173828,4258.095215,4569.702637,2914.287842,1741.800049,0.057299405,0.589430749,0.222491562,0.108670563,0.095374741,0.09558893,0.072658882,0.119767621,0.259959102,0.308444589,0.310043931,0.35179162,0.088530414,2.680254936,-0.135186389,0.18289718,1.624490976,0.760118186,0.632452726,0.488425553,1.194579482,0.556661725,0.657633126,0.177410305,-0.225150347,1.94006896,4.841687679,32,30,66,3,7.13,6.74,37.4,7,3.6,78,536.4,33.6,48.40286,9.63551
79,85,31,6565,224,-42,266,162,6,162,-7,862,108,49,29,308,153,308,162,126.7059326,84.33250427,38.24969482,817.8793945,3.721572161,498.9768372,404.8930664,100.7681961,196.4811096,178.8612823,288.9040833,155.0279541,93.17913055,105.0419617,90.75346375,308.0940552,303.263031,213.9446716,212.780899,1,5,3213,6,5,0,1.982996464,3.167996883,50.13229752,92.65522003,17.4955864,0.190812632,6.925333023,51.12581253,352.7103882,2.33999896,6.244712353,574.0454102,605,-0.607654512,2.99E-07,1.544143438,3.028583765,42.63517761,2.89562583,0.062461555,0.552878737,0,1.570702791,1.02E-06,8,0.001761667,0.000346809,13057951,0.516733766,3.01E-07,0.399811924,0,0.005845565,0.300094038,4605466112,0.392242849,-2278993664,983934.5625,0.000552452,41.51074219,35.28391647,0.000725636,3.10395E+13,1.953481436,96.81504059,0.824759185,702951.3125,625195.625,546384.875,240528.8906,68886.72656,134059.3438,382733.1875,569420.0625,275508.2188,121.8881454,23.74975014,61.69471359,35.36644363,8.425563812,7,48.22325897,35.92026901,3396.570068,0.540815949,2964,2944,477.9940186,826.973877,806.9662476,3396.881348,2326.924805,1398.95874,1.006793499,3.107604027,0.256017447,0.48549372,1.436629772,0.975806236,0.685018003,0.601204991,0.77303493,0.416601211,0.616082013,-4491.489258,-0.040051155,0.724645019,4.20944643,18,0,4961.932129,-0.045506917,4001.361084,0.222151399,-0.008144357,0.070973121,1.616960526,0.970144033,0.922982335,0.635099709,1.154516697,0.26089251,0.114951357,-4491.489258,-0.040051155,0.724645019,1.259762764,3939.083252,4962.310547,4003.772705,4060.307617,4580.125,2908.836182,1741.939453,0.046893507,0.447153628,0.233207762,0.136953145,0.115776919,0.118900336,0.106160216,0.139635965,0.267043382,0.316970974,0.3046785,0.351455301,0.113741778,1.955881357,-0.043330751,0.152713865,1.509682894,0.892850399,0.663548827,0.587258101,1.086272359,0.484053344,0.536028743,0.096670777,-0.202249035,1.445643663,3.310612202,11,28,31,41,7.52,7.15,26.4,109,2.6,11.3,138.6,25,48.27692,9.63643
