bio01,bio02,bio03,bio04,bio05,bio06,bio07,bio08,bio09,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,clim_air_temp_max,clim_air_temp_mean,clim_air_temp_min,clim_annual_rainfall,clim_drought_index,clim_evap_p,clim_evap_r,clim_R_factor,clim_rain_frl,clim_rain_her,clim_rain_som,clim_rain_win,clim_soil_moisture,clim_soil_temperature,clim_veg_begin,clim_veg_end,clim_water_balance,DBG_buek250_mg,DBG_FK10dm1000_250,DBG_FOBIP3dm1000_250,DBG_FSMCu3dm1000_250,DBG_gmk1000_250,DBG_GWS1000_250,DBG_humus1000_ob,DBG_ka1000_250,DBG_LD1000_250,DBG_lkwe1000_250,DBG_NFKWe1000_250,DBG_OAAcker1000_250,DBG_pegwasser1000_250_v10,DBG_pegwind1000_250_v10,DBG_PhysGru1000_250,DBG_sqr1000_250_v10,DBG_swr1000_250,DBG_thlf1000_lea,DBG_we1000_250,DBG_WVPFL1000_250,DEM,DEM_aspect,DEM_CaAre,DEM_CaSlo,DEM_ConvergenceIndex,DEM_CONVEXITY,DEM_DEMSTDDEV,DEM_DEVMEAN,DEM_DiffuseInsolation,DEM_DirectInsolation,DEM_DownslopeDistanceGradient,DEM_Flowaccu,DEM_FlowDir,DEM_FlowPathLength,DEM_FlowWidth,DEM_GCURV,DEM_LSFactor,DEM_MCA,DEM_MidSlope,DEM_MRVBF,DEM_NegOpen,DEM_NormHight,DEM_pl_curv,DEM_PosOpen,DEM_pr_curv,DEM_slope,DEM_SlopeLength,DEM_Slophight,DEM_Standhight,DEM_Sur_area,DEM_Tcurv,DEM_TRI,DEM_Valleydepth,DEM_WindEffect,dis_1,dis_2,dis_3,dis_4,dis_5,dis_6,dis_7,dis_8,dis_9,ISRIC_SoilBD,ISRIC_SoilClay,ISRIC_SoilpH,ISRIC_SoilSand,ISRIC_SoilSOC,ISRIC_SoilTexture,ISRIC_SoilUSDA,ISRIC_SoilWater,L8_AFVI,L8_ARVI,L8_B10,L8_B11,L8_B2,L8_B3,L8_B4,L8_B5,L8_B6,L8_B7,L8_CAR,L8_CLG,L8_CSI,L8_EVI,L8_FE2,L8_FE3,L8_FEO,L8_FES,L8_GARV,L8_GVMI,L8_NDVI,L8_SBL,L8_SCI,L8_SLAI,L8_SR,Land_CORINE,Land_Forest,MODIS_AFVI,MODIS_ARVI,MODIS_BRI,MODIS_CLG,MODIS_CSI,MODIS_EVI,MODIS_FE2,MODIS_FE3,MODIS_FEO,MODIS_FES,MODIS_GARV,MODIS_GVMI,MODIS_NDVI,MODIS_SBL,MODIS_SCI,MODIS_SLAI,MODIS_SR,MODIS_sur_refl_b01,MODIS_sur_refl_b02,MODIS_sur_refl_b03,MODIS_sur_refl_b04,MODIS_sur_refl_b05,MODIS_sur_refl_b06,MODIS_sur_refl_b07,S2_AFVI,S2_ARVI,S2_B11,S2_B12,S2_B2,S2_B3,S2_B4,S2_B5,S2_B6,S2_B7,S2_B8,S2_B8A,S2_BRI,S2_CLG,S2_CSI,S2_EVI,S2_FE2,S2_FE3,S2_FEO,S2_FES,S2_GARV,S2_GVMI,S2_NDVI,S2_SBL,S2_SCI,S2_SLAI,S2_SR,coarse,clay,silt,sand,pH_in_H2O,pH_in_CaCl,OC,CaCO3,N,P,K,CEC,GPS_LAT,GPS_LONG
86,75,30,6412,223,-26,249,169,37,169,5,573,64,33,20,187,111,187,124,133.3330994,95.78645325,51.54663849,620.4033203,2.592208624,518.5029907,349.768158,64.88905334,125.7307129,146.1461334,198.4609375,150.5942383,79.32212067,107.1001053,86.95845032,309,11.2914257,495.9971924,234.9478455,0.650205314,5,173.7922211,1.650209069,6,123.8418503,1.569518566,13.52812862,82.70646667,2.439774275,0.709837019,3.000674009,4.950628757,47.75956345,196.4408875,1.679999948,4.950615883,549.1738281,29,-0.344068438,2.30E-07,1.455471516,-3.759768248,39.87319946,2.502874374,-0.088445239,0.647183001,0,1.570750117,1.09E-07,64,0.000976411,0.000333215,2829954.5,0.436068386,2.78E-07,0.975752056,0,0.327764273,0.987876058,-2822628608,0.269304216,5438723072,1115125.75,0.000338458,2.569478989,28.4817009,0.000852217,1.71819E+12,1.773818493,0.031534597,0.939595342,217844.0781,97457.04688,158631.7813,511265.0313,614647.1875,649713.6875,443244.7188,283533.75,293520.1563,138.1411285,7.501997948,59.80912399,67.99716187,4.616020203,9,18,25.40914345,2742.582031,0.427570462,2968.999268,2948.005859,485.9691467,815.0021362,867.878418,2742.948242,2400.796875,1637.646973,1.007121205,2.365571737,0.282091796,0.38846603,1.536113024,1.064878702,0.875261486,0.682126403,0.669321895,0.252328962,0.519290984,-3418.928223,-0.051176071,0.724500418,3.160521269,12,0.458884269,4636.126465,0.007376082,3446.213623,0.330685616,-0.02039342,0.100849196,1.694442987,0.963302255,0.902630806,0.727149129,1.276057005,0.207483485,0.160150498,-3418.928223,-0.051176071,0.724500418,1.381379008,3356.428467,4636.5,3496.176514,3484.294189,4185.047852,3043.153809,1937.214233,-0.098733693,0.318396538,0.204378799,0.135208994,0.114823237,0.104714505,0.101000994,0.128570974,0.192157686,0.219681263,0.225352868,0.250906557,0.107005768,1.396101236,-0.064043976,0.100384824,1.575649023,0.964536786,0.814561427,0.661560774,1.208842874,0.386665761,0.425979942,0.008504167,-0.102194712,1.062218189,2.484198809,4,3,12,85,4.93,4.57,14.6,0,1.2,27.8,63.3,3.1,53.17443,11.68998
88,81,32,6430,229,-23,252,171,15,171,6,507,64,30,26,177,95,177,96,138.2268829,98.29062653,51.27356339,530.7471924,1.832492232,538.4569702,355.1111145,69.42929077,125.4187546,125.3874054,177.8622589,103.0829391,77.21629333,109.1065216,84.72581482,309,-102.3893661,133,395.08255,1,5,1021,6,2,0,1.681730747,8.137989044,301.8386536,0.378413379,2.018063068,1,20,97.17221832,30.28444481,1.130164742,13.99771118,608.4799194,125,-0.876097798,1.33E-07,1.291674376,-0.112488605,35.29769516,0.58632648,-0.04449768,0.675886691,0,1.570762157,1.28E-06,4,0.000311111,0.000331163,435531.1563,0.342712164,1.77E-07,0.568172276,0.006335083,0.088431157,0.784086168,-1376891904,0.446951598,1376891904,207431.6094,0.000127223,18.54053879,53.32131577,0.000190561,3.31747E+11,0.490964651,5.105509281,1.164252758,349243,213298.3438,161342.2656,357386.1875,459776.1563,509625.875,381007.6875,327034.0625,158418.7188,128.5745087,22.71391869,71.74100494,15.43573284,3.793778181,8,30.49689102,33.70722198,2830.583984,0.291816682,2933.011475,2920.000488,718.9753418,986.954895,1203.883179,2830.998047,3031.975342,2506.80127,1.004455805,1.868416786,0.252180725,0.284395128,1.705292702,1.219795585,1.070991635,0.826788127,0.58358258,0.060749672,0.403262138,-2625.717285,-0.078362629,0.786221147,2.351555347,12,0,4832.055664,0.074168034,3150.261963,0.52433145,-0.010358868,0.140328988,1.648996949,0.980243504,0.85466367,0.735777438,1.081463218,0.227872685,0.217237636,-2625.717285,-0.078362629,0.786221147,1.55505383,3107.555664,4832.416504,3172.611084,3170.1875,4130.09082,3038.827637,2061.318115,-0.148164883,0.210635632,0.238699272,0.163698882,0.116198257,0.106397487,0.121895626,0.134899497,0.191398203,0.209805742,0.203613356,0.244089499,0.115008697,1.294128418,0.023929089,0.079520226,1.543508291,1.145662665,0.977917016,0.685795486,0.920532882,0.303891927,0.33387661,-0.048459992,-0.011164772,0.854671478,2.002446651,6,18,78,3,7.82,7.42,15,12,1.4,11.7,163.6,20.1,51.75494,11.63661
84,80,31,6381,225,-27,252,167,11,167,3,538,69,30,28,190,99,190,99,131.8947906,93.46372986,49.0003891,561.1432495,2.332856178,519.4788208,353.8103638,69.88928223,128.5541992,131.5538788,186.8579712,116.1771774,80.14551544,105.805542,88.10528564,308,-54.14863586,133,382.1000061,1,5,3311,6,10.64554596,0,1.681730747,5.875500202,203.4400024,0.830279589,6.831462383,1,20,83.23843384,98.89311218,1.440000057,10,513.5790405,208,0.367319375,1.25E-07,1.288540602,5.249311924,37.79937744,0.605110466,0.117418185,0.668002188,0,1.570750356,1.50E-06,16,0.000209248,0.000318332,1523623.75,0.342382282,1.75E-07,0.763017714,0,0.011763834,0.881508827,0,0.463695824,0,262382.5313,0.000133322,60.30814743,157.8175507,0.000190561,3.05354E+11,0.483062774,8.106534004,1.120031953,372548.6563,236829,175824.0625,332736.25,434773,487826.5,376140.9375,340513.0938,140952.6719,132.3704529,21.15086174,67.31955719,20.26179695,3.983409882,8,105.057373,28.69575691,2699.492432,0.337485194,2944.998779,2926.999512,580.984436,890.9354248,1043.97937,2699.861816,2396.021484,1587.039185,1.006149411,2.030367613,0.284926295,0.318046749,1.441225648,1.171778917,0.887460768,0.662364364,0.592419863,0.259598136,0.442295045,-2930.40625,-0.070778653,0.778853059,2.586125612,12,0,4830.918457,0.051705293,3308.561523,0.424445152,-0.009800175,0.126826197,1.663293362,0.953516662,0.86779964,0.708163619,1.093074918,0.238746345,0.198038712,-2930.40625,-0.070778653,0.778853059,1.493885994,3234.037109,4831.282715,3298.052734,3391.694336,4192.585449,2969.036377,2000.222168,0.012588501,0.395825982,0.201576591,0.135587677,0.121795058,0.112490714,0.106090099,0.139280945,0.239593312,0.288110912,0.284706324,0.311718196,0.113641694,1.771057129,-0.068916112,0.131279811,1.495300531,0.943100929,0.646662891,0.672636032,1.171150208,0.451485753,0.492158949,0.057101965,-0.214577675,1.289809108,2.93824029,3,21,74,6,8.04,7.36,14.7,6,1.6,10.4,533.7,16.3,51.52403,11.62733
84,81,32,6321,225,-28,253,166,12,166,4,543,71,30,28,194,99,194,99,132.8526306,93.85263824,49.79151535,548.2752686,2.2398839,524.7531738,356.1137085,63.54143143,129.1244354,127.862114,183.8146973,108.5822067,79.66566467,107.1737061,86.99798584,308,-55.21112442,107,395.0899963,1,5,3290,6,2,0,1.681730747,8.139285088,301.894989,0.719186187,3.642230749,1,20,95.72805786,62.59449768,1.129999995,14,625.4539185,205,1,1.15E-07,1.281387448,11.35555458,36.46778107,0.61928755,0.208337456,0.669823229,0.041175831,1.570760608,3.54E-07,64,0.000234033,0.000314177,1742544.875,0.334222406,1.51E-07,0.937948644,0,0.050649159,0.968974352,0,0.56949842,-1376891904,185532.4688,0.000123841,14.73509502,190.5571594,0.000134747,6.88033E+11,0.473612875,0.471804351,1.297538638,389366.6875,253786.3438,187506.3906,315258,417063,472622.2188,373840.9063,351038.5625,130303.0078,135.112793,21.81469154,72.59094238,14.35037804,3.789023876,8,131.3335114,30.10404205,2228.755127,0.418595314,2942.999512,2927.999268,483.9971008,709.9949341,720.1987915,2229.138428,2099.084473,1513.085815,1.005123019,2.139653921,0.196148887,0.381178647,1.664608002,1.014371753,0.941657305,0.720831335,0.730877161,0.191359386,0.511619925,-2918.316406,-0.073188052,0.764679909,3.095170975,12,0,4703.432129,0.046869911,3156.89917,0.472785592,0.012054062,0.123949625,1.638208151,0.994386435,0.863606274,0.732466638,0.904577792,0.225074634,0.193905905,-2918.316406,-0.073188052,0.764679909,1.481099963,3175.879883,4703.79541,3100.227295,3193.808594,4062.227295,2975.446045,1936.258057,-0.106783867,0.346202433,0.182819456,0.109510697,0.113694012,0.099095277,0.088705026,0.107890986,0.192547664,0.215191856,0.208890781,0.233709633,0.101019442,1.358433723,-0.123463951,0.1002381,1.585708618,0.895148873,0.782250404,0.59901011,1.455897927,0.440824628,0.449745685,0.020817578,-0.122176766,1.179067135,2.634683132,4,21,73,6,7.43,7.09,19.1,6,1.8,35.2,90.2,18.4,51.35959,11.62246
84,81,31,6325,225,-29,254,165,11,165,4,554,73,30,28,198,101,198,101,132.6074524,93.69650269,49.13142395,598.0088501,2.404936075,520.5769653,356.6393433,75.51352692,140.1123047,142.844696,194.7611847,122.2761307,80.5111084,106.7179031,87.83825684,308.0398865,-9.340662956,635.1091309,411.9421082,1,5,3289.466553,3.563556194,5,17.84906197,1.684303641,6.705662727,241.5788574,3.375548363,9.831065178,0.793882728,13.5028162,91.28302765,37.38190842,1.440114856,11.4562006,604.4898682,222,-0.676378906,1.74E-07,1.494713902,2.824360609,42.80194473,0.943923175,0.073040865,0.599316239,0.001958635,1.570682049,1.19E-06,1,0.000573985,0.000325125,1958524.625,0.422633618,1.88E-07,0.622781277,0,0.015259858,0.811390638,-1376891904,0.550628006,0,353243.3125,0.000218052,31.79051208,140.249115,0.000301304,1.82145E+12,0.664496124,7.389767647,0.950429201,402313.2813,266903,197161.4688,301955.6563,403527.9063,461108.125,372633.75,359483.3125,123328.6719,133.5047302,19.91288567,66.98763275,21.09536743,3.504947424,8,29.55030632,30.41829681,2930.841064,0.42916137,2927.003418,2914.005615,463.9885864,896.9725342,923.9750977,2931.147705,1964.971924,1257.01001,1.004460454,2.267823219,0.331411064,0.389765859,1.399621367,1.03010416,0.670376301,0.639708877,0.631149471,0.399738938,0.520650744,-2935.151367,-0.078566581,0.786269724,3.172323227,12,0,4830.52832,0.051344432,3169.695557,0.524741292,0.02087405,0.126611173,1.581137896,1.021309853,0.854312956,0.704663575,0.852549374,0.24844344,0.197730288,-2935.151367,-0.078566581,0.786269724,1.492927194,3235.850098,4830.888672,3103.521729,3168.333252,4127.09082,2908.210449,1871.361084,-0.02539289,0.256301224,0.232701913,0.159598261,0.128805965,0.130206555,0.14050746,0.165253207,0.232408226,0.272715956,0.263118029,0.307615757,0.133275494,1.362521172,0.043449353,0.101595864,1.445511341,1.079112053,0.756469429,0.685848534,0.876247168,0.388303906,0.372907043,-0.02960214,-0.13864778,1.025024652,2.189319849,7,17,78,5,7.32,6.81,10.8,0,1.2,28.2,107,12.6,51.23377,11.61803
88,84,33,6230,230,-23,253,167,17,167,8,566,77,32,28,200,106,200,106,141.6256104,100.1360397,52.16171265,558.0030518,1.94846344,538.0064087,361.5153503,82.13777924,135.5955505,129.3391418,199.4975128,95.50627136,78.28196716,110.7868881,84.70290375,308.9999695,-53.03983307,14.33974743,411.8457336,0.978727221,4.999996185,322.2313538,3.236807585,5,30.40297508,1.680181265,6.648611069,240.110199,0.705121577,1.789095521,0.032248639,12.35209465,92.61632538,-1.493123651,1.459234118,11.01896954,610.8807373,149,0.52532196,1.69E-07,1.43826735,-0.843485355,35.32062149,0.706903219,0.009810258,0.615262747,0,1.570757747,1.84E-05,1,0.000452099,0.000324657,-8163110.5,0.405045658,1.83E-07,0.989981532,0,0.493161023,0.005009242,0,0.37559545,0,262382.5313,0.00021036,0.314643681,-205.5218201,0.000190561,9.98395E+12,0.580533743,62.49799347,0.921833754,439640.0938,304815.625,227268.9219,264370.0625,365050.8125,429013.0625,372041.75,385366.9375,110951.2109,130.0866241,18.97153282,66.95026398,35.2972374,3.996434689,7,291.3032837,34.13369751,3053.764648,0.519801915,2940.999512,2932.998291,403.9988403,729.0181885,767.993042,3054.021484,1598.985229,966.0604858,1.002727985,3.189225197,0.310577393,0.466707349,1.265575171,1.053462148,0.52356714,0.604170978,0.729271412,0.519387066,0.598121285,-3714.509766,-0.053492121,0.727249682,3.976626396,12,0,4515.154297,-0.020016395,3478.307129,0.283999681,-0.008560508,0.085226469,1.641164184,0.975095212,0.89844799,0.685207546,1.126057148,0.237919345,0.136738122,-3714.509766,-0.053492121,0.727249682,1.316794038,3429.181885,4515.526367,3488.399902,3516.766113,4056.965576,2779.863525,1746.074097,-0.015281349,0.317216605,0.213170469,0.121993631,0.116702832,0.110205173,0.121992573,0.138705179,0.220305145,0.282609671,0.2703996,0.302308351,0.116400056,1.743141174,0.02216105,0.113044232,1.306916475,1.106958628,0.705142498,0.572282016,0.94640404,0.478254199,0.424971461,0.009526163,-0.172922477,1.239038706,2.47808814,1,14,35,52,6.81,6.18,13.5,1,1.5,26.3,320.4,10.1,50.87433,11.60551
82.001297,83.001297,32,6324.005371,224.002594,-30.9974041,255,162.002594,10.00129795,162.002594,1.00129807,599.9883423,76.998703,33.998703,25,206.996109,115.996109,206.996109,118.996109,134.6177216,94.2634201,46.19190216,581.4499512,2.210676432,521.4932251,360.2553711,80.29223633,136.8464203,136.4884491,208.09935,100.8830948,80.67861938,107.7111053,87.80614471,308.1604004,-23.13812256,410,286.3039246,0.285521895,4.994527817,3211.998047,5.643125534,2,13.43998718,1.473403573,6.244961739,169.3715973,14.28198147,37.93980026,0.050515816,10.45448399,66.74645996,79.66075134,1.74000001,8.492162704,528.0123291,231,0.915274322,6.47E-07,1.570247412,-5.642560482,45.07783508,1.993150592,-0.207363009,0.574271739,0,1.570707679,9.50E-07,64,0.00284152,0.000329204,652981.625,0.672918081,6.48E-07,0.307383567,0,0.37650606,0.653691769,-1376891904,0.382880926,1376891904,586705.1875,0.000886035,29.50356865,82.473526,0.000426108,8.70161E+12,1.325949907,15.6301918,0.879768074,456581,322026.6875,241736.9375,247706.4063,347863.375,415036.9688,373191.4688,397782.625,109786.8047,124.4337311,19.02338219,65.67694092,44.23044205,4.263794422,7.433255196,73.82982635,30.94013977,2424.325928,0.389830232,2935.000732,2918.001465,517.4676514,767.0178833,836.4222412,2424.701904,2214.537354,1441.396729,1.005825639,2.161206484,0.235583842,0.358276188,1.511485815,1.09048593,0.913323522,0.650879383,0.677275777,0.254353225,0.48703441,-4051.75,-0.029996524,0.696417749,2.898896933,8,0,4322.666504,-0.055168383,3511.95166,0.236747146,-0.008669483,0.065639786,1.63045454,0.998283505,0.941754103,0.667621195,1.159248948,0.227954328,0.106693693,-4051.75,-0.029996524,0.696417749,1.23887372,3489.5,4323.049805,3550.533447,3495.5,4071.25,2718.052734,1680.894775,-0.031615317,0.450216711,0.230464295,0.12798056,0.110087261,0.102287702,0.090784542,0.128987417,0.230981931,0.265189916,0.279252499,0.302773088,0.101363719,1.960014582,-0.09609472,0.139405981,1.549402952,0.887541115,0.761178255,0.55531621,1.213074684,0.462625176,0.538646758,0.084890187,-0.135603383,1.384009957,3.335073233,8,8,20,72,6.03,5.45,7.6,0,0.9,29.2,82.5,4,50.71255,11.59996
72,81,31,6399,213,-41,254,154,26,154,-10,688,80,40,20,223,143,223,149,120.6616364,83.44623566,38.3856926,688.6685181,2.990134716,479.4579773,353.7349854,87.11183167,153.604187,165.8222809,236.4706421,136.1306763,86.57826996,99.1456604,96.17139435,307.1416321,143.0714417,175,130.9108124,0.586382389,4.586382389,3226.419434,6,9.443327904,0,1.724194765,7.594078064,76.87514496,45.72494507,50.02801895,0.955101132,4.587341785,26.43330574,225.5813446,2.090410948,4.586959839,477.3549194,452,0.710866451,5.54E-07,1.570630431,1.550829649,44.88024902,4.217236996,-0.013284691,0.560265243,0,1.570723176,1.89E-06,4,0.003190289,0.00033624,-2613607.25,0.65385586,5.54E-07,0.151908666,0,0.005115787,0.575954318,-4490786304,0.435783982,2393673728,1452021.25,0.000856226,42.55509567,173.8755646,0.001086367,6.47686E+12,2.717926979,31.3311367,0.977016151,466096.6563,331762.5,250127.4063,238474.7031,338209.8438,407251.0625,374104.6563,404863.3125,110310.2656,121.5661926,20.72325516,60.99164963,31.24671745,4.511221409,7.337461948,134.5828857,33.61074829,3029.371094,0.533581257,2942.001953,2926.000244,442.0473938,721.067688,734.142395,3029.710449,2357.674805,1368.061035,1.005468845,3.201700687,0.248340026,0.478976548,1.433738947,1.018132448,0.778184891,0.580258608,0.775375247,0.377846837,0.609898508,-4662.384766,-0.048167475,0.695849955,4.126870155,15.48396778,0,4758.504395,-0.067727201,3933.447754,0.20928669,-0.001780026,0.058764838,1.6146909,0.997522056,0.908092022,0.674168289,1.03458488,0.240542293,0.095959656,-4662.384766,-0.048167475,0.695849955,1.212290645,3925.526367,4758.878906,3939.526367,3935.277832,4321.5,2913.418213,1838.885742,0.06956479,0.521193206,0.199200347,0.097031824,0.104953535,0.103805266,0.086514205,0.128600836,0.261242062,0.316073805,0.30298993,0.345312417,0.098785102,2.32654047,-0.096305154,0.166649789,1.480860949,0.833427906,0.576869905,0.487106711,1.165324807,0.583771527,0.599310458,0.137678325,-0.268335432,1.88133955,3.991395712,40,21,45,34,5.9,5.44,28.9,2,2.8,39.7,155.1,9.6,50.62177,11.59542
75,85,31,6782,223,-48,271,161,31,161,-14,755,91,44,25,263,145,263,154,123.9056702,85.55716705,39.33504868,803.3021851,3.946085691,492.3116455,387.0870667,88.38525391,176.1038055,184.2797699,256.09729,188.6252899,90.45890045,103.8049545,92.87542725,308,275.5775146,212.6298523,173.7563324,1,5,3291.052979,6,5,0,1.872313857,3.091840744,56.45039749,24.78918457,16.98975754,0.996919155,5.04455328,31.8249836,364.7027283,2.420000076,5.04455328,544.2095947,533,-0.709988773,9.85E-07,1.57035625,-4.300764561,45.18044281,3.291513205,-0.160612285,0.555451274,0,1.570689797,2.40E-06,32,0.002118277,0.000347019,-544571.5,0.807571471,9.83E-07,0.20570524,0,0.004652113,0.602852643,-1721115008,0.682899714,1032668992,789876.0625,0.001252545,22.51305008,243.0583344,0.000571684,2.55744E+12,2.046868086,14.83115196,1.334199786,625401.625,493372.9375,398739.875,109727.7734,187776.875,301547.1563,426267.8438,536134.9375,208968.9531,124.5399704,20.52747726,63.92341995,28.13335609,5.166338921,7.404374599,246,30.61268425,4052.807861,0.777421832,2926.000977,2920.002197,265.9935913,641.9961548,404.987915,4053.004639,1504.029175,672.982666,1.002054334,5.313128948,0.207150757,0.725832522,1.751268387,0.630826056,0.371089935,0.447453201,0.921693385,0.715197861,0.818309247,-4635.590332,-0.043941889,0.7054196,10.00771713,12.28630257,0,4647.689941,-0.072857231,3901.411133,0.189949512,-0.007887007,0.055974439,1.595182538,0.990293682,0.915815473,0.639191151,1.180765629,0.261532903,0.091575019,-4635.590332,-0.043941889,0.7054196,1.201612711,3868.19043,4648.066895,3929.692383,3906.104248,4256.771484,2720.890625,1674.863647,0.051558822,0.410236299,0.169397369,0.08600188,0.110326059,0.109770089,0.103447177,0.146201581,0.246229514,0.294302881,0.281490177,0.314078778,0.107892893,1.861241817,-0.032178409,0.134817004,1.334944844,0.942398608,0.539346755,0.507693112,1.069684386,0.592363656,0.504475474,0.065805554,-0.299252421,1.657853484,3.03612709,13,21,69,9,7.55,6.9,16,20,1.6,28.5,219.8,17.1,49.1304,11.54809
77,86,31,6800,225,-48,273,162,1,162,-12,754,93,43,27,268,142,268,149,125.6724625,87.82736206,40.91233063,750.0588989,3.59902215,497.6141968,391.1290283,102.3405838,165.9345551,168.6354828,250.993866,166.0999146,90.33625793,105.191391,91.71673584,308,219.5237732,265,264.9650269,1,5,3290.418701,6,5,0,1.914269447,3.543541908,81.95497131,82.23558044,18.3366375,0.683588684,8.870429039,50.37253952,306.3731689,2.339999914,8.838517189,518.661377,486,0.666915596,3.83E-07,1.367225051,-6.945712566,35.32318497,1.544650316,-0.0997549,0.656183958,0,1.570720196,1.53E-06,128,0.002203177,0.00033665,-11209938,0.482181609,5.08E-07,0.835071862,0,0.00766247,0.082464084,0,0.38887009,0,65595.63281,0.000509968,2.761991024,-149.8432312,7.26E-08,2.71361E+13,0.954258263,30.73126984,1.221617818,642873.3125,511056.0938,415633.8125,102402.0547,173181.5781,293460.75,435362.5,551490.5,224481.4688,125.6265869,21.69969559,66.50968933,23.24018097,4.065339565,7.942567348,101.1017609,29.57540321,4102.732422,0.625914097,2924.999756,2914,406.013031,830.0134277,756.0179443,4102.95166,1746.028809,985.0320435,1.003774762,3.943235397,0.301201016,0.56551379,1.337954283,0.910850286,0.425554335,0.564155638,0.806784213,0.612801909,0.688815475,-4487.115234,-0.061657995,0.717551291,5.427055836,12,0,4957.98291,-0.045458578,3977.713867,0.239410758,-0.007691893,0.070999891,1.616400599,0.983762205,0.883845866,0.678732395,1.136075377,0.250088513,0.114992663,-4487.115234,-0.061657995,0.717551291,1.259868264,3935.611084,4958.351563,3996.625,4000.571533,4382.418457,2974.489258,1871.540527,0.067489684,0.424237609,0.189786628,0.12210644,0.120348506,0.11799828,0.107755333,0.15826036,0.271945417,0.302580476,0.294090688,0.337922007,0.115496852,1.863787651,-0.055208068,0.144166395,1.45640254,0.91319412,0.56162852,0.643388033,1.121479154,0.510001838,0.516442418,0.079309195,-0.280714333,1.470109701,3.136011839,8,23,68,8,7.01,6.45,16.9,0,1.8,90.9,387.1,15.1,48.96856,11.54302
82,87,31,6804,231,-45,276,168,6,168,-8,772,101,42,31,285,135,285,140,134.4264984,92.45626068,43.46200943,769.9237671,3.39454174,519.8786621,402.9156189,103.1080627,177.9859772,173.3955536,267.4162292,153.7750092,88.92300415,110.7896652,87.18859863,309,203.6466827,509,185.759201,6.33E-05,4.839296818,1870.798218,6,5.562446117,0,1.601382136,7.294305325,121.2154541,29.31303215,30.06441307,0.858683825,6.628381252,53.57924652,295.2419739,2.047431946,6.583882809,630.6454468,405,-0.770935595,1.58E-07,1.325177908,-6.369401455,34.59687042,0.659792542,-0.034823313,0.653516054,0,1.570757508,3.08E-06,16,0.000528014,0.000334877,-1851375.125,0.353258491,4.22E-07,0.678385258,0,0.377487898,0.160807356,1101513600,0.388641745,-275378400,334473.4375,0.000192348,6.373837471,-108.8516159,0.000301304,4.71813E+11,0.530674577,33.26264191,1.288121223,677944.875,546547.5625,449746,96581.40625,146200.0156,280002.5,455136.375,582681.9375,256511.2813,130.1896515,18.8848877,65.19536591,40.88482285,3.492893219,7.000087738,66.81999969,28.72120094,3040.664551,0.506486237,2947,2926,502.0039368,794.0182495,792.0097046,3040.979004,2114.013916,1272.026367,1.007176995,2.829860449,0.224113375,0.454998821,1.420831084,0.997470379,0.695175469,0.601711452,0.771375954,0.410151005,0.586740375,-3873.132813,-0.05115781,0.740586102,3.839572906,18.7509079,0,4640.384277,-0.023779728,3624.968262,0.260530591,-0.013498429,0.083105229,1.623681068,0.963565707,0.902663887,0.649044633,1.225222349,0.261144727,0.133521602,-3873.132813,-0.05115781,0.740586102,1.308193684,3547.45459,4640.757813,3644.535156,3681.59082,4189.044434,2718.876709,1678.517212,0.055231005,0.582025707,0.213192642,0.106804602,0.099598862,0.094729304,0.072841838,0.12308608,0.249159798,0.299207807,0.290801942,0.344953924,0.089813709,2.641469955,-0.155166522,0.179047689,1.610099196,0.768947244,0.618032217,0.50097698,1.239471197,0.556440055,0.651304007,0.170133516,-0.236069307,1.920182467,4.735656738,5,21,23,56,6.84,6.41,28.2,1,3,10.7,0,20.9,48.6448,11.53302
